time,with feedback,without feedback
290.25,36,7
290.3,36,6
290.35,36,6
290.4,34,7
290.45,35,8
290.5,36,7
290.55,35,7
290.6,34,7
290.65,36,7
290.7,36,7
290.75,36,8
290.8,35,7
290.85,34,6
290.9,36,7
290.95,35,7
291,35,6
291.05,35,8
291.1,36,6
291.15,35,7
291.2,35,7
291.25,37,7
291.3,35,7
291.35,34,8
291.4,35,7
291.45,35,7
291.5,35,7
291.55,35,6
291.6,35,7
291.65,34,7
291.7,35,7
291.75,35,6
291.8,36,6
291.85,35,7
291.9,36,6
291.95,35,7
292,36,7
292.05,36,7
292.1,35,7
292.15,35,6
292.2,35,6
292.25,35,6
292.3,35,6
292.35,35,6
292.4,36,7
292.45,35,7
292.5,35,6
292.55,35,7
292.6,36,7
292.65,35,7
292.7,35,6
292.75,36,5
292.8,35,7
292.85,36,5
292.9,35,6
292.95,36,8
293,37,6
293.05,35,6
293.1,36,7
293.15,34,6
293.2,34,7
293.25,35,6
293.3,36,7
293.35,35,7
293.4,35,8
293.45,36,6
293.5,35,7
293.55,35,7
293.6,36,7
293.65,36,7
293.7,36,7
293.75,34,6
293.8,35,7
293.85,35,7
293.9,37,8
293.95,36,7
294,36,7
294.05,36,7
294.1,35,7
294.15,35,7
294.2,36,7
294.25,35,6
294.3,35,7
294.35,36,7
294.4,36,6
294.45,35,7
294.5,36,6
294.55,35,7
294.6,36,7
294.65,35,5
294.7,35,7
294.75,34,7
294.8,34,6
294.85,35,6
294.9,35,7
294.95,36,7
295,35,8
295.05,35,6
295.1,36,6
295.15,35,7
295.2,36,6
295.25,35,8
295.3,35,7
295.35,35,6
295.4,36,7
295.45,36,8
295.5,35,7
295.55,36,7
295.6,36,7
295.65,35,5
295.7,35,7
295.75,36,7
295.8,37,6
295.85,36,7
295.9,36,7
295.95,36,8
296,34,7
296.05,35,7
296.1,36,6
296.15,35,6
296.2,35,8
296.25,36,7
296.3,35,7
296.35,36,6
296.4,36,6
296.45,36,6
296.5,35,6
296.55,36,7
296.6,35,7
296.65,35,8
296.7,36,7
296.75,35,7
296.8,37,7
296.85,35,7
296.9,35,7
296.95,35,8
297,36,6
297.05,35,6
297.1,36,8
297.15,35,7
297.2,36,6
297.25,36,7
297.3,35,6
297.35,34,7
297.4,37,7
297.45,34,6
297.5,35,7
297.55,35,8
297.6,34,6
297.65,35,7
297.7,36,5
297.75,35,7
297.8,35,5
297.85,34,7
297.9,36,8
297.95,35,6
298,36,7
298.05,36,7
298.1,36,7
298.15,35,7
298.2,36,7
298.25,35,7
298.3,35,7
298.35,35,7
298.4,35,6
298.45,37,7
298.5,36,7
298.55,36,7
298.6,35,6
298.65,34,6
298.7,34,7
298.75,36,6
298.8,35,6
298.85,35,6
298.9,35,6
298.95,35,8
299,35,7
299.05,35,6
299.1,36,6
299.15,35,6
299.2,35,7
299.25,35,7
299.3,34,6
299.35,35,8
299.4,34,7
299.45,35,7
299.5,36,6
299.55,36,7
299.6,35,7
299.65,35,7
299.7,35,7
299.75,35,7
299.8,35,7
299.85,34,5
299.9,36,7
299.95,36,7
300,36,7
300.05,36,7
300.1,36,7
300.15,35,7
300.2,37,7
300.25,35,6
300.3,36,7
300.35,37,6
300.4,34,7
300.45,35,7
300.5,37,6
300.55,36,6
300.6,36,7
300.65,36,7
300.7,34,7
300.75,35,6
300.8,35,8
300.85,36,6
300.9,34,6
300.95,36,7
301,35,7
301.05,36,7
301.1,35,8
301.15,35,6
301.2,35,8
301.25,35,7
301.3,35,6
301.35,36,6
301.4,35,6
301.45,35,6
301.5,34,7
301.55,36,7
301.6,36,7
301.65,35,7
301.7,35,6
301.75,35,7
301.8,35,7
301.85,36,7
301.9,35,6
301.95,36,7
302,36,7
302.05,35,7
302.1,35,6
302.15,36,7
302.2,35,6
302.25,36,6
302.3,35,7
302.35,35,6
302.4,35,7
302.45,35,7
302.5,35,7
302.55,35,7
302.6,34,7
302.65,35,7
302.7,35,6
302.75,36,6
302.8,35,7
302.85,36,6
302.9,34,6
302.95,35,6
303,35,7
303.05,35,7
303.1,35,7
303.15,35,7
303.2,35,7
303.25,36,7
303.3,34,8
303.35,35,7
303.4,37,7
303.45,34,7
303.5,34,7
303.55,36,7
303.6,35,7
303.65,36,7
303.7,35,7
303.75,36,6
303.8,35,6
303.85,34,7
303.9,34,7
303.95,35,6
304,37,7
304.05,35,7
304.1,35,6
304.15,36,6
304.2,36,6
304.25,35,7
304.3,35,6
304.35,34,7
304.4,35,7
304.45,36,7
304.5,36,6
304.55,35,7
304.6,35,7
304.65,35,7
304.7,35,6
304.75,34,7
304.8,35,6
304.85,36,7
304.9,34,5
304.95,36,7
305,35,6
305.05,36,7
305.1,37,6
305.15,35,7
305.2,34,6
305.25,35,5
305.3,35,6
305.35,36,7
305.4,37,7
305.45,35,6
305.5,36,8
305.55,37,7
305.6,35,6
305.65,36,7
305.7,35,8
305.75,35,6
305.8,35,6
305.85,35,7
305.9,34,7
305.95,35,7
306,36,6
306.05,35,7
306.1,35,7
306.15,35,7
306.2,36,6
306.25,36,6
306.3,34,8
306.35,36,8
306.4,35,6
306.45,35,6
306.5,36,7
306.55,35,8
306.6,36,6
306.65,35,7
306.7,37,8
306.75,37,7
306.8,35,7
306.85,36,6
306.9,36,7
306.95,37,6
307,36,7
307.05,35,7
307.1,34,6
307.15,36,7
307.2,35,7
307.25,36,6
307.3,36,8
307.35,35,7
307.4,35,7
307.45,34,5
307.5,34,6
307.55,36,7
307.6,35,8
307.65,36,7
307.7,36,6
307.75,34,6
307.8,35,7
307.85,36,6
307.9,36,6
307.95,35,6
308,36,6
308.05,34,7
308.1,36,6
308.15,35,8
308.2,35,6
308.25,35,7
308.3,35,8
308.35,35,7
308.4,34,7
308.45,35,7
308.5,36,7
308.55,35,7
308.6,36,6
308.65,35,7
308.7,35,7
308.75,36,7
308.8,36,7
308.85,35,6
308.9,36,6
308.95,34,7
309,36,6
309.05,34,7
309.1,36,6
309.15,36,6
309.2,35,7
309.25,34,7
309.3,36,6
309.35,35,5
309.4,36,8
309.45,35,6
309.5,35,6
309.55,35,7
309.6,35,7
309.65,36,6
309.7,34,6
309.75,35,7
309.8,36,7
309.85,36,8
309.9,35,7
309.95,35,7
310,36,6
310.05,36,8
310.1,34,8
310.15,35,7
310.2,36,5
310.25,35,7
310.3,35,6
310.35,36,6
310.4,35,7
310.45,35,6
310.5,36,5
310.55,34,7
310.6,35,7
310.65,35,7
310.7,36,7
310.75,36,7
310.8,35,8
310.85,35,8
310.9,36,6
310.95,35,7
311,36,7
311.05,35,6
311.1,35,6
311.15,35,5
311.2,35,7
311.25,35,6
311.3,36,6
311.35,36,7
311.4,35,6
311.45,35,8
311.5,34,6
311.55,35,6
311.6,35,6
311.65,35,7
311.7,34,7
311.75,35,6
311.8,34,9
311.85,35,7
311.9,35,7
311.95,36,7
312,36,7
312.05,35,8
312.1,35,7
312.15,36,7
312.2,35,7
312.25,35,7
312.3,36,7
312.35,35,6
312.4,36,7
312.45,35,7
312.5,36,5
312.55,35,7
312.6,36,8
312.65,36,6
312.7,34,7
312.75,35,7
312.8,35,6
312.85,36,6
312.9,35,7
312.95,34,6
313,34,7
313.05,35,8
313.1,35,7
313.15,36,5
313.2,35,8
313.25,35,7
313.3,35,6
313.35,36,8
313.4,36,7
313.45,34,7
313.5,34,6
313.55,35,7
313.6,34,5
313.65,35,5
313.7,36,6
313.75,35,7
313.8,35,7
313.85,35,7
313.9,35,7
313.95,35,7
314,36,7
314.05,35,7
314.1,35,7
314.15,35,7
314.2,35,6
314.25,35,7
314.3,36,7
314.35,35,6
314.4,36,6
314.45,35,7
314.5,35,7
314.55,35,8
314.6,36,7
314.65,35,7
314.7,35,6
314.75,34,7
314.8,35,6
314.85,34,6
314.9,35,6
314.95,35,7
315,36,7
315.05,35,7
315.1,36,7
315.15,35,7
315.2,35,7
315.25,34,7
315.3,36,7
315.35,36,7
315.4,37,8
315.45,36,7
315.5,36,7
315.55,36,7
315.6,35,7
315.65,36,8
315.7,36,7
315.75,35,9
315.8,34,7
315.85,36,7
315.9,37,8
315.95,35,8
316,34,7
316.05,35,7
316.1,35,6
316.15,36,7
316.2,35,7
316.25,35,7
316.3,35,8
316.35,37,7
316.4,35,8
316.45,35,8
316.5,36,6
316.55,36,7
316.6,35,6
316.65,36,7
316.7,35,6
316.75,36,7
316.8,35,7
316.85,35,8
316.9,35,7
316.95,35,6
317,35,7
317.05,36,6
317.1,35,6
317.15,36,7
317.2,36,8
317.25,35,7
317.3,36,7
317.35,35,6
317.4,36,7
317.45,36,7
317.5,36,6
317.55,34,8
317.6,35,6
317.65,35,7
317.7,36,6
317.75,36,7
317.8,35,8
317.85,35,7
317.9,35,7
317.95,35,7
318,36,7
318.05,36,6
318.1,35,7
318.15,35,7
318.2,36,7
318.25,37,6
318.3,36,6
318.35,36,7
318.4,34,6
318.45,35,6
318.5,35,6
318.55,35,7
318.6,34,7
318.65,35,8
318.7,34,7
318.75,36,7
318.8,36,7
318.85,35,7
318.9,36,7
318.95,35,6
319,37,6
319.05,35,7
319.1,35,8
319.15,36,6
319.2,36,7
319.25,35,8
319.3,35,6
319.35,36,7
319.4,34,7
319.45,36,8
319.5,35,5
319.55,35,6
319.6,35,8
319.65,36,8
319.7,34,6
319.75,35,6
319.8,35,7
319.85,37,7
319.9,35,7
319.95,35,7
320,35,7
320.05,36,7
320.1,36,6
320.15,35,8
320.2,35,6
320.25,35,6
320.3,35,7
320.35,36,6
320.4,36,8
320.45,36,6
320.5,35,6
320.55,36,8
320.6,36,7
320.65,35,6
320.7,36,6
320.75,35,7
320.8,36,7
320.85,34,8
320.9,36,6
320.95,35,8
321,36,7
321.05,37,7
321.1,36,6
321.15,35,6
321.2,36,6
321.25,35,7
321.3,35,7
321.35,36,7
321.4,35,7
321.45,35,7
321.5,36,7
321.55,36,7
321.6,36,7
321.65,35,7
321.7,36,7
321.75,35,7
321.8,35,7
321.85,35,6
321.9,35,7
321.95,35,7
322,35,7
322.05,36,7
322.1,36,7
322.15,36,6
322.2,35,7
322.25,36,6
322.3,35,7
322.35,36,6
322.4,35,7
322.45,36,8
322.5,35,7
322.55,36,6
322.6,35,7
322.65,36,7
322.7,35,7
322.75,36,7
322.8,36,7
322.85,35,8
322.9,36,8
322.95,35,7
323,35,7
323.05,34,7
323.1,35,7
323.15,35,7
323.2,34,7
323.25,35,7
323.3,35,7
323.35,35,5
323.4,35,7
323.45,34,6
323.5,35,7
323.55,36,6
323.6,35,7
323.65,35,7
323.7,36,7
323.75,35,7
323.8,37,6
323.85,35,7
323.9,35,7
323.95,36,7
324,35,7
324.05,36,7
324.1,34,6
324.15,35,8
324.2,35,7
324.25,35,8
324.3,35,6
324.35,35,7
324.4,36,6
324.45,35,7
324.5,36,7
324.55,36,7
324.6,36,7
324.65,35,7
324.7,35,6
324.75,36,7
324.8,35,8
324.85,35,6
324.9,35,6
324.95,37,7
325,35,7
325.05,35,7
325.1,35,7
325.15,36,7
325.2,35,7
325.25,35,6
325.3,36,7
325.35,35,6
325.4,35,7
325.45,35,7
325.5,35,6
325.55,35,7
325.6,35,7
325.65,35,6
325.7,36,7
325.75,37,7
325.8,35,7
325.85,35,7
325.9,35,6
325.95,35,6
326,36,8
326.05,36,6
326.1,35,6
326.15,35,7
326.2,35,7
326.25,36,5
326.3,36,7
326.35,36,6
326.4,35,8
326.45,35,7
326.5,35,6
326.55,36,8
326.6,36,6
326.65,35,7
326.7,34,7
326.75,35,7
326.8,35,6
326.85,35,8
326.9,35,7
326.95,36,6
327,36,6
327.05,35,7
327.1,35,8
327.15,35,7
327.2,34,6
327.25,36,5
327.3,35,7
327.35,36,7
327.4,34,7
327.45,36,6
327.5,35,7
327.55,35,7
327.6,35,7
327.65,37,6
327.7,35,7
327.75,36,6
327.8,35,7
327.85,36,8
327.9,36,7
327.95,35,7
328,35,7
328.05,35,7
328.1,36,6
328.15,35,7
328.2,35,7
328.25,36,7
328.3,35,6
328.35,36,7
328.4,34,7
328.45,35,7
328.5,35,6
328.55,36,7
328.6,35,8
328.65,34,6
328.7,35,8
328.75,36,7
328.8,36,7
328.85,34,7
328.9,35,7
328.95,35,5
329,36,6
329.05,35,6
329.1,36,8
329.15,35,7
329.2,35,6
329.25,36,7
329.3,35,7
329.35,35,7
329.4,36,8
329.45,36,6
329.5,35,6
329.55,36,7
329.6,35,6
329.65,36,8
329.7,36,6
329.75,36,7
329.8,35,7
329.85,35,7
329.9,34,7
329.95,34,7
330,35,7
330.05,37,6
330.1,36,7
330.15,36,6
330.2,36,6
330.25,37,7
330.3,35,6
330.35,34,7
330.4,35,7
330.45,36,8
330.5,36,7
330.55,35,7
330.6,35,6
330.65,37,7
330.7,36,8
330.75,34,7
330.8,35,7
330.85,36,6
330.9,36,6
330.95,35,6
331,36,7
331.05,36,6
331.1,36,7
331.15,35,7
331.2,36,7
331.25,35,7
331.3,36,7
331.35,36,6
331.4,35,7
331.45,35,7
331.5,36,7
331.55,35,8
331.6,37,7
331.65,35,7
331.7,36,7
331.75,34,7
331.8,35,8
331.85,35,7
331.9,36,6
331.95,35,8
332,35,8
332.05,36,6
332.1,34,7
332.15,35,6
332.2,34,6
332.25,36,7
332.3,35,7
332.35,35,7
332.4,35,6
332.45,35,7
332.5,36,7
332.55,35,6
332.6,36,6
332.65,35,7
332.7,35,8
332.75,35,6
332.8,35,7
332.85,35,8
332.9,36,7
332.95,36,6
333,36,7
333.05,34,8
333.1,35,7
333.15,35,7
333.2,35,6
333.25,36,6
333.3,36,6
333.35,36,8
333.4,34,6
333.45,36,7
333.5,35,6
333.55,35,6
333.6,36,5
333.65,36,7
333.7,35,7
333.75,35,6
333.8,35,6
333.85,35,8
333.9,37,6
333.95,35,6
334,35,8
334.05,36,7
334.1,35,7
334.15,35,7
334.2,35,6
334.25,35,7
334.3,35,6
334.35,35,6
334.4,35,7
334.45,35,8
334.5,34,7
334.55,37,6
334.6,35,7
334.65,36,7
334.7,36,7
334.75,35,6
334.8,36,7
334.85,35,7
334.9,34,7
334.95,36,7
335,35,8
335.05,35,8
335.1,36,7
335.15,35,6
335.2,35,7
335.25,35,6
335.3,35,6
335.35,35,7
335.4,36,8
335.45,35,7
335.5,35,8
335.55,35,8
335.6,34,6
335.65,35,8
335.7,34,7
335.75,37,7
335.8,35,7
335.85,34,7
335.9,36,7
335.95,35,7
336,36,8
336.05,35,8
336.1,36,7
336.15,35,7
336.2,35,7
336.25,36,7
336.3,34,7
336.35,35,7
336.4,36,7
336.45,36,7
336.5,36,7
336.55,35,7
336.6,34,7
336.65,35,6
336.7,35,7
336.75,35,7
336.8,35,7
336.85,35,8
336.9,36,7
336.95,35,7
337,35,6
337.05,35,7
337.1,36,7
337.15,35,6
337.2,35,6
337.25,35,7
337.3,35,8
337.35,37,7
337.4,36,8
337.45,36,7
337.5,35,7
337.55,34,7
337.6,35,7
337.65,35,6
337.7,34,7
337.75,34,7
337.8,35,6
337.85,34,6
337.9,35,7
337.95,35,7
338,35,7
338.05,35,7
338.1,36,6
338.15,36,7
338.2,36,7
338.25,35,5
338.3,35,7
338.35,35,6
338.4,35,7
338.45,36,6
338.5,35,6
338.55,36,7
338.6,35,7
338.65,36,7
338.7,35,6
338.75,35,6
338.8,35,7
338.85,35,6
338.9,35,6
338.95,34,7
339,35,7
339.05,35,8
339.1,35,6
339.15,36,7
339.2,36,7
339.25,35,7
339.3,35,7
339.35,35,7
339.4,36,7
339.45,36,6
339.5,36,6
339.55,36,7
339.6,35,7
339.65,35,6
339.7,35,7
339.75,35,6
339.8,35,7
339.85,36,7
339.9,35,8
339.95,35,7
340,35,7
340.05,36,6
340.1,36,7
340.15,37,7
340.2,36,7
340.25,36,6
340.3,34,6
340.35,36,7
340.4,36,7
340.45,35,7
340.5,35,6
340.55,36,7
340.6,35,7
340.65,35,7
340.7,35,7
340.75,36,7
340.8,36,7
340.85,36,8
340.9,35,7
340.95,35,7
341,36,7
341.05,36,7
341.1,34,7
341.15,36,7
341.2,36,7
341.25,34,7
341.3,34,8
341.35,35,8
341.4,36,6
341.45,36,7
341.5,35,7
341.55,35,7
341.6,35,5
341.65,36,8
341.7,35,7
341.75,35,7
341.8,36,7
341.85,35,8
341.9,35,6
341.95,36,7
342,35,7
342.05,35,6
342.1,36,7
342.15,36,7
342.2,35,7
342.25,36,7
342.3,34,8
342.35,37,7
342.4,35,7
342.45,36,7
342.5,35,7
342.55,36,7
342.6,36,7
342.65,35,8
342.7,36,7
342.75,36,7
342.8,35,8
342.85,35,7
342.9,34,7
342.95,36,8
343,36,7
343.05,35,7
343.1,36,8
343.15,36,8
343.2,35,6
343.25,36,7
343.3,36,8
343.35,35,6
343.4,35,7
343.45,35,7
343.5,34,6
343.55,36,6
343.6,35,7
343.65,36,6
343.7,36,7
343.75,35,7
343.8,35,6
343.85,35,7
343.9,34,8
343.95,35,7
344,36,8
344.05,34,7
344.1,36,7
344.15,34,7
344.2,35,7
344.25,35,6
344.3,35,7
344.35,35,7
344.4,36,6
344.45,35,7
344.5,35,6
344.55,35,7
344.6,36,6
344.65,35,6
344.7,35,7
344.75,34,7
344.8,36,8
344.85,35,7
344.9,36,7
344.95,36,8
345,34,6
345.05,35,5
345.1,35,8
345.15,35,8
345.2,36,7
345.25,35,7
345.3,35,6
345.35,35,6
345.4,35,7
345.45,35,6
345.5,35,7
345.55,34,5
345.6,35,7
345.65,35,6
345.7,36,7
345.75,35,7
345.8,35,6
345.85,35,8
345.9,35,6
345.95,35,7
346,36,7
346.05,35,7
346.1,36,6
346.15,34,7
346.2,36,7
346.25,36,8
346.3,36,7
346.35,36,8
346.4,35,6
346.45,36,6
346.5,36,5
346.55,34,6
346.6,35,6
346.65,35,7
346.7,36,7
346.75,35,7
346.8,35,7
346.85,35,7
346.9,36,7
346.95,34,7
347,36,8
347.05,35,7
347.1,35,7
347.15,36,8
347.2,36,7
347.25,36,7
347.3,35,8
347.35,34,6
347.4,35,6
347.45,35,7
347.5,34,7
347.55,36,6
347.6,35,7
347.65,36,7
347.7,36,7
347.75,36,7
347.8,36,8
347.85,34,7
347.9,34,6
347.95,36,6
348,36,7
348.05,35,6
348.1,36,6
348.15,35,7
348.2,36,7
348.25,36,7
348.3,35,7
348.35,35,7
348.4,36,6
348.45,35,8
348.5,36,6
348.55,37,7
348.6,34,8
348.65,34,7
348.7,35,7
348.75,37,7
348.8,36,8
348.85,36,6
348.9,36,5
348.95,37,7
349,35,7
349.05,35,7
349.1,36,6
349.15,36,6
349.2,36,7
349.25,36,8
349.3,35,7
349.35,35,7
349.4,36,7
349.45,37,6
349.5,37,8
349.55,35,7
349.6,36,7
349.65,36,6
349.7,35,7
349.75,35,7
349.8,36,7
349.85,35,6
349.9,34,6
349.95,36,8
350,35,7
350.05,35,6
350.1,35,7
350.15,36,6
350.2,36,6
350.25,36,7
350.3,34,6
350.35,35,7
350.4,36,7
350.45,36,8
350.5,36,6
350.55,35,7
350.6,35,8
350.65,35,7
350.7,35,8
350.75,35,7
350.8,35,8
350.85,37,7
350.9,36,6
350.95,36,7
351,35,6
351.05,36,7
351.1,36,8
351.15,35,6
351.2,35,7
351.25,36,8
351.3,34,7
351.35,35,7
351.4,35,7
351.45,36,7
351.5,36,7
351.55,36,7
351.6,35,7
351.65,35,7
351.7,36,7
351.75,35,6
351.8,36,6
351.85,36,7
351.9,36,6
351.95,35,7
352,36,6
352.05,35,6
352.1,37,8
352.15,37,8
352.2,36,7
352.25,36,8
352.3,37,6
352.35,35,7
352.4,35,7
352.45,36,7
352.5,36,7
352.55,36,7
352.6,36,7
352.65,35,6
352.7,36,6
352.75,35,6
352.8,34,8
352.85,36,7
352.9,37,8
352.95,36,7
353,34,6
353.05,36,7
353.1,35,7
353.15,36,7
353.2,37,6
353.25,36,7
353.3,35,7
353.35,35,8
353.4,36,6
353.45,36,7
353.5,35,6
353.55,36,7
353.6,35,7
353.65,35,7
353.7,36,6
353.75,35,7
353.8,36,7
353.85,35,6
353.9,36,7
353.95,35,8
354,34,7
354.05,35,7
354.1,36,6
354.15,35,6
354.2,35,7
354.25,35,6
354.3,35,7
354.35,35,7
354.4,36,7
354.45,36,7
354.5,36,7
354.55,35,6
354.6,35,6
354.65,34,7
354.7,36,6
354.75,35,7
354.8,35,7
354.85,35,8
354.9,36,7
354.95,36,6
355,36,7
355.05,35,6
355.1,35,7
355.15,35,7
355.2,36,6
355.25,35,7
355.3,36,8
355.35,35,7
355.4,36,7
355.45,35,7
355.5,35,7
355.55,36,7
355.6,35,7
355.65,36,7
355.7,36,7
355.75,35,7
355.8,36,7
355.85,35,7
355.9,35,6
355.95,35,7
356,34,6
356.05,35,7
356.1,36,8
356.15,35,7
356.2,36,6
356.25,36,7
356.3,36,7
356.35,37,6
356.4,35,7
356.45,36,7
356.5,35,7
356.55,35,7
356.6,35,6
356.65,35,6
356.7,35,7
356.75,36,7
356.8,35,8
356.85,35,5
356.9,35,6
356.95,35,8
357,35,7
357.05,33,8
357.1,36,8
357.15,35,7
357.2,36,8
357.25,36,6
357.3,35,7
357.35,36,6
357.4,36,7
357.45,35,7
357.5,36,6
357.55,34,6
357.6,36,6
357.65,35,7
357.7,34,6
357.75,34,7
357.8,36,6
357.85,35,7
357.9,35,7
357.95,36,7
358,35,7
358.05,36,6
358.1,35,8
358.15,35,6
358.2,35,6
358.25,34,7
358.3,36,8
358.35,35,7
358.4,34,7
358.45,34,8
358.5,35,5
358.55,35,7
358.6,35,7
358.65,35,7
358.7,37,7
358.75,36,7
358.8,35,7
358.85,35,7
358.9,35,6
358.95,35,7
359,36,7
359.05,36,8
359.1,35,6
359.15,35,7
359.2,35,8
359.25,35,6
359.3,36,7
359.35,36,7
359.4,35,7
359.45,35,8
359.5,34,7
359.55,36,7
359.6,35,7
359.65,36,6
359.7,36,7
359.75,36,6
359.8,35,6
359.85,35,5
359.9,36,7
359.95,35,7
360,35,8
360.05,35,7
360.1,36,6
360.15,35,7
360.2,35,6
360.25,35,6
360.3,35,8
360.35,36,8
360.4,34,7
360.45,35,7
360.5,36,5
360.55,36,7
360.6,35,7
360.65,35,6
360.7,36,6
360.75,35,7
360.8,35,7
360.85,36,6
360.9,35,7
360.95,34,7
361,35,7
361.05,36,8
361.1,35,6
361.15,35,6
361.2,35,8
361.25,35,6
361.3,35,7
361.35,35,7
361.4,35,6
361.45,35,7
361.5,35,8
361.55,36,6
361.6,36,6
361.65,35,8
361.7,35,6
361.75,36,7
361.8,36,6
361.85,35,8
361.9,36,7
361.95,35,8
362,36,6
362.05,36,8
362.1,36,6
362.15,35,6
362.2,34,7
362.25,36,7
362.3,35,9
362.35,35,7
362.4,35,7
362.45,35,6
362.5,35,6
362.55,36,6
362.6,34,7
362.65,35,8
362.7,35,6
362.75,35,6
362.8,36,7
362.85,36,6
362.9,35,7
362.95,35,7
363,37,6
363.05,35,7
363.1,35,8
363.15,35,8
363.2,36,8
363.25,34,6
363.3,34,6
363.35,35,6
363.4,35,7
363.45,34,7
363.5,36,7
363.55,34,7
363.6,36,7
363.65,35,8
363.7,35,7
363.75,35,7
363.8,35,8
363.85,35,5
363.9,35,7
363.95,35,7
364,34,7
364.05,36,6
364.1,37,6
364.15,36,7
364.2,36,8
364.25,35,8
364.3,35,6
364.35,35,7
364.4,35,6
364.45,35,7
364.5,35,7
364.55,34,7
364.6,35,7
364.65,35,6
364.7,36,7
364.75,35,7
364.8,35,8
364.85,35,7
364.9,36,7
364.95,35,7
365,35,7
365.05,35,6
365.1,35,7
365.15,35,8
365.2,35,7
365.25,34,7
365.3,35,7
365.35,35,6
365.4,36,7
365.45,34,7
365.5,35,7
365.55,36,7
365.6,36,6
365.65,36,6
365.7,36,7
365.75,35,7
365.8,35,6
365.85,37,7
365.9,36,7
365.95,35,7
366,35,7
366.05,35,7
366.1,35,7
366.15,36,7
366.2,35,7
366.25,35,7
366.3,36,7
366.35,36,7
366.4,36,7
366.45,36,7
366.5,35,6
366.55,35,7
366.6,35,7
366.65,35,7
366.7,35,6
366.75,35,7
366.8,36,7
366.85,36,7
366.9,36,6
366.95,35,7
367,36,8
367.05,36,6
367.1,36,6
367.15,35,7
367.2,35,7
367.25,35,6
367.3,36,7
367.35,34,7
367.4,36,6
367.45,34,7
367.5,36,8
367.55,35,8
367.6,35,7
367.65,36,7
367.7,35,8
367.75,35,7
367.8,36,7
367.85,35,7
367.9,35,7
367.95,35,7
368,36,6
368.05,34,7
368.1,34,6
368.15,36,6
368.2,35,8
368.25,35,7
368.3,35,8
368.35,35,7
368.4,35,7
368.45,35,7
368.5,36,8
368.55,35,6
368.6,35,7
368.65,35,6
368.7,34,7
368.75,35,6
368.8,36,7
368.85,35,7
368.9,35,7
368.95,36,7
369,35,7
369.05,36,6
369.1,35,7
369.15,35,7
369.2,36,7
369.25,35,6
369.3,36,6
369.35,35,6
369.4,36,7
369.45,34,8
369.5,35,7
369.55,35,7
369.6,35,8
369.65,35,7
369.7,35,6
369.75,35,7
369.8,36,7
369.85,36,5
369.9,36,7
369.95,35,7
370,36,6
370.05,36,6
370.1,35,6
370.15,35,6
370.2,35,6
370.25,36,7
370.3,35,7
370.35,36,7
370.4,36,7
370.45,35,7
370.5,35,6
370.55,35,7
370.6,35,7
370.65,35,7
370.7,36,6
370.75,35,8
370.8,35,6
370.85,35,5
370.9,36,7
370.95,35,7
371,35,7
371.05,34,7
371.1,34,7
371.15,35,7
371.2,35,7
371.25,35,8
371.3,35,6
371.35,35,7
371.4,35,7
371.45,34,7
371.5,35,6
371.55,35,6
371.6,35,7
371.65,35,5
371.7,36,7
371.75,36,8
371.8,36,6
371.85,35,6
371.9,35,6
371.95,36,6
372,34,7
372.05,36,6
372.1,34,7
372.15,35,7
372.2,36,8
372.25,36,6
372.3,35,7
372.35,35,7
372.4,35,6
372.45,36,6
372.5,35,7
372.55,36,7
372.6,36,6
372.65,35,6
372.7,35,7
372.75,36,8
372.8,36,7
372.85,35,7
372.9,35,6
372.95,35,7
373,36,7
373.05,34,7
373.1,36,7
373.15,35,6
373.2,36,6
373.25,35,7
373.3,35,7
373.35,35,5
373.4,35,8
373.45,35,7
373.5,35,7
373.55,35,8
373.6,35,7
373.65,34,7
373.7,35,6
373.75,35,6
373.8,36,6
373.85,35,6
373.9,36,7
373.95,37,7
374,35,7
374.05,35,7
374.1,35,7
374.15,35,6
374.2,35,6
374.25,35,7
374.3,34,7
374.35,36,6
374.4,35,6
374.45,36,7
374.5,35,7
374.55,36,6
374.6,34,8
374.65,35,7
374.7,36,8
374.75,35,8
374.8,36,6
374.85,35,7
374.9,35,7
374.95,34,7
375,35,7
375.05,36,8
375.1,35,6
375.15,35,7
375.2,36,6
375.25,35,6
375.3,35,7
375.35,37,7
375.4,35,7
375.45,34,7
375.5,36,7
375.55,35,6
375.6,35,6
375.65,36,7
375.7,35,6
375.75,35,8
375.8,35,6
375.85,35,7
375.9,35,7
375.95,35,6
376,36,7
376.05,36,8
376.1,36,8
376.15,34,6
376.2,35,7
376.25,36,6
376.3,35,7
376.35,35,7
376.4,35,7
376.45,35,7
376.5,34,7
376.55,35,7
376.6,35,8
376.65,36,7
376.7,36,6
376.75,35,7
376.8,35,7
376.85,35,6
376.9,35,8
376.95,35,7
377,35,8
377.05,36,7
377.1,36,6
377.15,35,6
377.2,34,7
377.25,34,6
377.3,36,6
377.35,36,7
377.4,36,7
377.45,35,8
377.5,34,7
377.55,36,7
377.6,35,6
377.65,35,7
377.7,35,6
377.75,35,6
377.8,36,7
377.85,35,6
377.9,35,7
377.95,35,7
378,36,7
378.05,36,7
378.1,36,7
378.15,36,7
378.2,34,7
378.25,35,7
378.3,35,6
378.35,36,7
378.4,36,7
378.45,36,7
378.5,34,7
378.55,34,6
378.6,35,7
378.65,34,8
378.7,34,6
